true_label,predicted_prob,predicted_label
0,0.28764805,0
1,0.8098751,1
1,0.57695377,1
1,0.64724374,1
0,0.15359417,0
0,0.4041414,0
0,0.14118564,0
1,0.7842117,1
1,0.26989186,0
0,0.52302516,1
0,0.14229588,0
1,0.7301546,1
0,0.733997,1
1,0.17894123,0
0,0.05119639,0
0,0.11665007,0
1,0.49072546,0
0,0.01836821,0
1,0.4565602,0
1,0.83022857,1
0,0.74861515,1
1,0.063386485,0
0,0.6402925,1
0,0.32305357,0
0,0.31868383,0
0,0.7815458,1
1,0.42500654,0
0,0.5829332,1
0,0.084431894,0
1,0.38462132,0
0,0.60439,1
1,0.65206933,1
1,0.8266611,1
0,0.052515954,0
0,0.14045613,0
1,0.8571287,1
1,0.77305895,1
1,0.35867417,0
1,0.36341795,0
0,0.5732576,1
1,0.7056365,1
1,0.7718648,1
0,0.79600453,1
0,0.19208944,0
0,0.21659334,0
0,0.76176596,1
0,0.23912112,0
0,0.8587976,1
1,0.29094964,0
1,0.78107196,1
0,0.115247115,0
0,0.8349348,1
1,0.6400937,1
0,0.73313504,1
1,0.4133637,0
1,0.16260181,0
0,0.079717584,0
1,0.6040469,1
1,0.68170357,1
1,0.86598957,1
1,0.4572288,0
0,0.31241122,0
0,0.38630667,0
1,0.41661602,0
1,0.41433653,0
0,0.37466934,0
0,0.25492975,0
0,0.052059248,0
1,0.23608486,0
0,0.59335154,1
1,0.87540007,1
1,0.4693335,0
1,0.87116915,1
0,0.7889519,1
0,0.20494604,0
1,0.45586544,0
1,0.22770356,0
1,0.85177594,1
0,0.18012258,0
1,0.6572148,1
1,0.6831076,1
1,0.2575059,0
1,0.78476214,1
1,0.51963,1
0,0.5553929,1
1,0.35304794,0
1,0.2958718,0
1,0.73983645,1
1,0.2101007,0
0,0.722939,1
0,0.6709512,1
0,0.87484235,1
1,0.18365438,0
0,0.02297674,0
0,0.16762789,0
0,0.19559635,0
0,0.61443937,1
0,0.10627239,0
1,0.79593736,1
1,0.80648774,1
0,0.5925363,1
0,0.07485628,0
1,0.72163564,1
1,0.356714,0
0,0.46277103,0
1,0.83489996,1
0,0.5891301,1
1,0.78919697,1
0,0.6772015,1
1,0.6316215,1
0,0.20962694,0
0,0.70891124,1
0,0.09013541,0
1,0.20320071,0
0,0.094565675,0
0,0.11842705,0
1,0.18027525,0
1,0.2991741,0
0,0.020882655,0
0,0.48582882,0
0,0.037373684,0
0,0.70867413,1
1,0.3921335,0
0,0.8087472,1
1,0.5772866,1
0,0.035686173,0
1,0.43493116,0
1,0.414831,0
1,0.17222586,0
1,0.7415002,1
1,0.7266968,1
1,0.44962564,0
1,0.2171366,0
0,0.7098062,1
1,0.5758295,1
1,0.22240779,0
1,0.6634814,1
1,0.73243415,1
1,0.29930162,0
1,0.3932012,0
1,0.31633148,0
1,0.38319132,0
0,0.05106585,0
0,0.28968626,0
0,0.8246988,1
0,0.5534399,1
1,0.16868119,0
0,0.015997462,0
0,0.03576119,0
1,0.65321976,1
1,0.73341423,1
1,0.6961483,1
1,0.80156815,1
1,0.35369086,0
0,0.0942164,0
1,0.65440613,1
1,0.77396077,1
0,0.47233492,0
0,0.41592994,0
0,0.708576,1
0,0.6153954,1
1,0.6588129,1
1,0.48101804,0
0,0.07954936,0
0,0.16724148,0
0,0.6966897,1
0,0.18519416,0
0,0.018464684,0
1,0.22945021,0
1,0.6051183,1
1,0.6648869,1
1,0.75052434,1
1,0.793078,1
0,0.09650592,0
0,0.04961366,0
0,0.09044873,0
1,0.5697582,1
1,0.42584777,0
1,0.75452536,1
1,0.6996967,1
1,0.67677116,1
1,0.74121636,1
0,0.34607553,0
0,0.57918686,1
1,0.40940595,0
0,0.42228523,0
1,0.26407045,0
0,0.16664685,0
1,0.84064525,1
1,0.52201307,1
0,0.16898574,0
1,0.6882391,1
1,0.4091694,0
1,0.55768913,1
0,0.7388046,1
1,0.6737988,1
1,0.22486503,0
1,0.38753402,0
1,0.65359044,1
1,0.75833344,1
0,0.6382885,1
0,0.66415244,1
1,0.6378465,1
1,0.8179158,1
0,0.8798846,1
0,0.5436754,1
0,0.30151135,0
1,0.6273646,1
0,0.3601723,0
0,0.6147196,1
0,0.42475823,0
1,0.4998711,0
1,0.7541504,1
1,0.69820267,1
0,0.2606114,0
0,0.04568701,0
0,0.3457086,0
1,0.76717854,1
0,0.45770982,0
0,0.7905768,1
0,0.08828526,0
1,0.26226377,0
0,0.08997201,0
0,0.2509886,0
0,0.49622804,0
1,0.87870514,1
0,0.092418276,0
0,0.7753496,1
1,0.8592662,1
1,0.15863013,0
1,0.4270126,0
1,0.8389284,1
1,0.13505507,0
1,0.37251347,0
1,0.5976274,1
0,0.21711212,0
1,0.5933074,1
1,0.11272603,0
0,0.8312961,1
0,0.39012814,0
0,0.73096085,1
0,0.5084284,1
0,0.12408666,0
1,0.30407584,0
1,0.7460696,1
1,0.724697,1
0,0.08840178,0
0,0.22192325,0
0,0.100082435,0
1,0.08527272,0
1,0.82782245,1
0,0.43170962,0
0,0.17480433,0
1,0.41091198,0
0,0.21970649,0
0,0.71218705,1
0,0.048116468,0
1,0.198894,0
0,0.49993956,0
0,0.0868145,0
1,0.80978173,1
1,0.3578884,0
1,0.7402165,1
0,0.09056001,0
0,0.40601352,0
0,0.6495479,1
1,0.8822143,1
0,0.30012336,0
0,0.32823807,0
1,0.71792626,1
0,0.4068754,0
1,0.15486732,0
0,0.40640223,0
0,0.34487537,0
1,0.2373233,0
1,0.22613797,0
1,0.8199436,1
1,0.20792764,0
0,0.16870493,0
1,0.8645538,1
0,0.50078714,1
0,0.6709808,1
1,0.768588,1
1,0.58055884,1
1,0.7069972,1
1,0.6489579,1
1,0.6074561,1
1,0.2566689,0
1,0.23247164,0
1,0.41413665,0
1,0.7127902,1
1,0.632187,1
0,0.022790082,0
1,0.5856385,1
1,0.88179123,1
0,0.096456364,0
1,0.13311094,0
0,0.79427046,1
0,0.34247705,0
1,0.31519866,0
0,0.6712156,1
0,0.26335195,0
0,0.85038024,1
0,0.11924965,0
0,0.6320955,1
1,0.6101421,1
